movie,year,certificate,genre.1,genre.2,genre.3,imdb_rating,metascore,time_minute,vote,gross_earning
La migliore offerta,(2013),R,Crime, Drama, Mystery,7.8,49,131 min,122043,$0.09M
Madeo,(2009),R,Crime, Drama, Mystery,7.8,79,129 min,66584,$0.55M
Män som hatar kvinnor,(2009),R,Crime, Drama, Mystery,7.8,76,152 min,218770,$10.10M
Glengarry Glen Ross,(1992),R,Crime, Drama, Mystery,7.7,82,100 min,108880,$10.73M
Wind River,(2017),R,Crime, Drama, Mystery,7.7,73,107 min,258956,$33.80M
Nueve reinas,(2000),R,Crime, Drama, Thriller,7.9,80,114 min,54265,$1.22M
Eastern Promises,(2007),R,Crime, Drama, Thriller,7.6,83,100 min,248177,$17.11M
Lucky Number Slevin,(2006),R,Crime, Drama, Thriller,7.7,53,110 min,317409,$22.49M
Hell or High Water,(II) (2016),R,Crime, Drama, Thriller,7.6,88,102 min,236459,$26.86M
Aftersun,(II) (2022),R,Drama,'-,'-,7.7,95,102 min,49097,'-
Efter brylluppet,(2006),R,Drama,'-,'-,7.7,78,120 min,35469,$0.41M
Short Term 12,(2013),R,Drama,'-,'-,7.9,82,96 min,89114,$1.01M
Festen,(1998),R,Drama,'-,'-,8.1,82,105 min,89001,$1.65M
25th Hour,(2002),R,Drama,'-,'-,7.6,69,135 min,180917,$13.06M
Sling Blade,(1996),R,Drama,'-,'-,8,84,135 min,95516,$24.48M
Mommy,(I) (2014),R,Drama,'-,'-,8,74,139 min,58591,$3.49M
Breaking the Waves,(1996),R,Drama,'-,'-,7.8,81,159 min,68572,$4.04M
The Magdalene Sisters,(2002),R,Drama,'-,'-,7.7,83,114 min,27657,$4.89M
Central do Brasil,(1998),R,Drama,'-,'-,8,80,110 min,40534,$5.60M
Todo sobre mi madre,(1999),R,Drama,'-,'-,7.8,87,101 min,98823,$8.26M
Låt den rätte komma in,(2008),R,Drama, Fantasy, Horror,7.9,82,114 min,220366,$2.12M
La double vie de Véronique,(1991),R,Drama, Fantasy, Music,7.7,86,98 min,50212,$2.00M
Mr. Nobody,(2009),R,Drama, Fantasy, Romance,7.8,63,141 min,237255,$0.00M
Pan's Labyrinth,(2006),R,Drama, Fantasy, War,8.2,98,118 min,676113,$37.63M
Under sandet,(2015),R,Drama, History, War,7.8,75,100 min,42643,$0.44M
La piel que habito,(2011),R,Drama, Horror, Mystery,7.6,70,120 min,156466,$3.19M
Ba wang bie ji,(1993),R,Drama, Music, Romance,8.1,83,171 min,30349,$5.22M
Once,(I) (2007),R,Drama, Music, Romance,7.8,89,86 min,118149,$9.44M
El secreto de sus ojos,(2009),R,Drama, Mystery, Romance,8.2,80,129 min,212440,$6.39M
Hable con ella,(2002),R,Drama, Mystery, Romance,7.9,86,112 min,114262,$9.28M
Moon,(2009),R,Drama, Mystery, Sci-Fi,7.8,67,97 min,364210,$5.01M
Apocalypse Now,(1979),R,Drama, Mystery, War,8.5,94,147 min,675954,$83.47M
Gegen die Wand,(2004),R,Drama, Romance,'-,7.9,78,121 min,55457,'-
Bom yeoreum gaeul gyeoul geurigo bom,(2003),R,Drama, Romance,'-,8,85,103 min,84286,$2.38M
Before Midnight,(2013),R,Drama, Romance,'-,7.9,94,109 min,162339,$8.11M
Match Point,(2005),R,Drama, Romance, Thriller,7.6,72,124 min,221142,$23.09M
Das Experiment,(2001),R,Drama, Thriller,'-,7.7,60,120 min,94687,$0.14M
The Machinist,(2004),R,Drama, Thriller,'-,7.7,61,101 min,397309,$1.08M
Das Boot,(1981),R,Drama, War,'-,8.4,86,149 min,253707,$11.49M
Alien,(1979),R,Horror, Sci-Fi,'-,8.5,89,117 min,893896,$78.90M
Indiana Jones and the Last Crusade,(1989),U,Action, Adventure,'-,8.2,65,127 min,764137,$197.17M
Sholay,(1975),U,Action, Adventure, Comedy,8.1,'-,204 min,56724,'-
The Blues Brothers,(1980),U,Action, Adventure, Comedy,7.9,60,133 min,204148,$57.23M
The Lord of the Rings: The Fellowship of the Ring,(2001),U,Action, Adventure, Drama,8.8,92,178 min,1897288,$315.54M
The Lord of the Rings: The Return of the King,(2003),U,Action, Adventure, Drama,9,94,201 min,1867714,$377.85M
Star Wars: Episode VI - Return of the Jedi,(1983),U,Action, Adventure, Fantasy,8.3,58,131 min,1066082,$309.13M
Star Wars,(1977),U,Action, Adventure, Fantasy,8.6,90,121 min,1379497,$322.74M
Star Wars: Episode III - Revenge of the Sith,(2005),U,Action, Adventure, Fantasy,7.6,68,140 min,802880,$380.26M
North by Northwest,(1959),U,Action, Adventure, Mystery,8.3,98,136 min,332041,$13.28M
Star Trek II: The Wrath of Khan,(1982),U,Action, Adventure, Sci-Fi,7.7,68,113 min,124103,$78.91M
Aliens,(1986),U,Action, Adventure, Sci-Fi,8.4,84,137 min,726077,$85.16M
Star Wars: Episode VII - The Force Awakens,(2015),U,Action, Adventure, Sci-Fi,7.8,80,138 min,940166,$936.66M
The Dirty Dozen,(1967),U,Action, Adventure, War,7.7,73,150 min,75415,$45.30M
Dangal,(2016),U,Action, Biography, Drama,8.3,'-,161 min,194908,$12.39M
Hera Pheri,(2000),U,Action, Comedy, Crime,8.1,'-,156 min,68671,'-
Andaz Apna Apna,(1994),U,Action, Comedy, Romance,8,'-,160 min,53978,'-
The Fugitive,(1993),U,Action, Crime, Drama,7.8,87,130 min,301093,$183.88M
The Taking of Pelham One Two Three,(1974),U,Action, Crime, Thriller,7.6,68,104 min,32387,$2.49M
Soorarai Pottru,(2020),U,Action, Drama,'-,8.7,'-,153 min,118584,'-
Shichinin no samurai,(1954),U,Action, Drama,'-,8.6,98,207 min,349765,$0.27M
The Longest Day,(1962),U,Action, Drama, History,7.7,75,178 min,56986,$39.10M
Sita Ramam,(2022),U,Action, Drama, Mystery,8.6,'-,163 min,57358,'-
Sanjuro,(1962),U,Action, Drama, Thriller,8,'-,96 min,39092,'-
Yôjinbô,(1961),U,Action, Drama, Thriller,8.2,93,110 min,124674,#145
Ran,(1985),U,Action, Drama, War,8.2,96,162 min,127688,$4.14M
Togo,(2019),U,Adventure, Biography, Drama,7.9,69,113 min,51051,'-
Dersu Uzala,(1975),U,Adventure, Biography, Drama,8.2,'-,142 min,31224,#246
Diarios de motocicleta,(2004),U,Adventure, Biography, Drama,7.7,75,126 min,102508,$16.78M
Into the Wild,(2007),U,Adventure, Biography, Drama,8.1,73,148 min,630345,$18.35M
Lawrence of Arabia,(1962),U,Adventure, Biography, Drama,8.3,100,218 min,298113,$44.82M
"O Brother, Where Art Thou?",(2000),U,Adventure, Comedy, Crime,7.7,69,107 min,317789,$45.51M
The Princess Bride,(1987),U,Adventure, Comedy, Family,8,77,98 min,432788,$30.86M
Paddington 2,(2017),U,Adventure, Comedy, Family,7.8,88,103 min,82977,$40.44M
The Goonies,(1985),U,Adventure, Comedy, Family,7.7,62,114 min,280667,$61.50M
Monty Python and the Holy Grail,(1975),U,Adventure, Comedy, Fantasy,8.2,91,91 min,547629,$1.23M
Back to the Future Part II,(1989),U,Adventure, Comedy, Sci-Fi,7.8,57,108 min,542223,$118.50M
Back to the Future,(1985),U,Adventure, Comedy, Sci-Fi,8.5,87,116 min,1222907,$210.61M
Stand by Me,(1986),U,Adventure, Drama,'-,8.1,75,89 min,411805,$52.29M
Ben-Hur,(1959),U,Adventure, Drama,'-,8.1,90,212 min,242629,$74.70M
The Ten Commandments,(1956),U,Adventure, Drama, Family,7.9,'-,220 min,72464,$93.74M
Life of Pi,(2012),U,Adventure, Drama, Fantasy,7.9,79,127 min,639981,$124.99M
Big Fish,(2003),U,Adventure, Drama, Fantasy,8,58,125 min,445742,$66.26M
The Great Escape,(1963),U,Adventure, Drama, History,8.2,86,172 min,247641,$12.10M
Apollo 13,(I) (1995),U,Adventure, Drama, History,7.7,77,140 min,300553,$173.84M
The African Queen,(1951),U,Adventure, Drama, Romance,7.7,91,105 min,80441,$0.54M
Le salaire de la peur,(1953),U,Adventure, Drama, Thriller,8.2,85,131 min,62585,#193
Deliverance,(1972),U,Adventure, Drama, Thriller,7.7,80,109 min,112694,$7.06M
Barry Lyndon,(1975),U,Adventure, Drama, War,8.1,89,185 min,171748,#190
The Bridge on the River Kwai,(1957),U,Adventure, Drama, War,8.2,87,161 min,223703,$44.91M
The Searchers,(1956),U,Adventure, Drama, Western,7.9,94,119 min,91565,'-
Dances with Wolves,(1990),U,Adventure, Drama, Western,8,72,181 min,272274,$184.21M
The Wizard of Oz,(1939),U,Adventure, Family, Fantasy,8.1,92,102 min,406443,$2.08M
Harry Potter and the Prisoner of Azkaban,(2004),U,Adventure, Family, Fantasy,7.9,82,142 min,648088,$249.36M
Harry Potter and the Sorcerer's Stone,(2001),U,Adventure, Family, Fantasy,7.6,65,152 min,799243,$317.58M
Stardust,(2007),U,Adventure, Family, Fantasy,7.6,66,127 min,276062,$38.63M
E.T. the Extra-Terrestrial,(1982),U,Adventure, Family, Sci-Fi,7.9,91,115 min,416968,$435.11M
Planet of the Apes,(1968),U,Adventure, Sci-Fi,'-,8,79,112 min,183525,$33.40M
2001: A Space Odyssey,(1968),U,Adventure, Sci-Fi,'-,8.3,84,149 min,677977,$56.95M
The Man Who Would Be King,(1975),U,Adventure, War,'-,7.8,91,129 min,50092,'-
How to Train Your Dragon 2,(2014),U,Animation, Action, Adventure,7.8,77,102 min,343111,$177.00M
Spider-Man: Into the Spider-Verse,(2018),U,Animation, Action, Adventure,8.4,87,117 min,546931,$190.24M
Mononoke-hime,(1997),U,Animation, Action, Adventure,8.3,76,134 min,401348,$2.38M
Kung Fu Panda,(2008),U,Animation, Action, Adventure,7.6,74,92 min,481868,$215.43M
How to Train Your Dragon,(2010),U,Animation, Action, Adventure,8.1,75,98 min,751962,$217.58M
Big Hero 6,(2014),U,Animation, Action, Adventure,7.8,74,102 min,470318,$222.53M
The Iron Giant,(1999),U,Animation, Action, Adventure,8.1,85,86 min,204988,$23.16M
The Lego Movie,(2014),U,Animation, Action, Adventure,7.7,83,100 min,363007,$257.76M
The Incredibles,(2004),U,Animation, Action, Adventure,8,90,115 min,751002,$261.44M
Kubo and the Two Strings,(2016),U,Animation, Action, Adventure,7.7,84,101 min,132032,$48.02M
Cowboy Bebop: Tengoku no tobira,(2001),U,Animation, Action, Crime,7.8,61,115 min,50158,$1.00M
Toki o kakeru shôjo,(2006),U,Animation, Adventure, Comedy,7.7,66,98 min,67763,'-
Kurenai no buta,(1992),U,Animation, Adventure, Comedy,7.7,83,94 min,92636,'-
Soul,(2020),U,Animation, Adventure, Comedy,8,83,100 min,338962,'-
Mulan,(1998),U,Animation, Adventure, Comedy,7.6,71,87 min,295052,$120.62M
The Jungle Book,(1967),U,Animation, Adventure, Comedy,7.6,65,78 min,187703,$141.84M
Gake no ue no Ponyo,(2008),U,Animation, Adventure, Comedy,7.6,86,101 min,148311,$15.09M
Who Framed Roger Rabbit,(1988),U,Animation, Adventure, Comedy,7.7,83,104 min,205780,$156.45M
Puss in Boots: The Last Wish,(2022),U,Animation, Adventure, Comedy,7.9,73,102 min,98754,$168.46M
Wreck-It Ralph,(2012),U,Animation, Adventure, Comedy,7.7,72,101 min,431107,$189.42M
Toy Story,(1995),U,Animation, Adventure, Comedy,8.3,96,81 min,1006690,$191.80M
Tangled,(2010),U,Animation, Adventure, Comedy,7.7,71,100 min,462950,$200.82M
Ratatouille,(2007),U,Animation, Adventure, Comedy,8.1,96,111 min,753559,$206.45M
Coco,(I) (2017),U,Animation, Adventure, Comedy,8.4,81,105 min,522493,$209.73M
Fantastic Mr. Fox,(2009),U,Animation, Adventure, Comedy,7.9,83,87 min,239730,$21.00M
Aladdin,(1992),U,Animation, Adventure, Comedy,8,86,90 min,429817,$217.35M
Toy Story 2,(1999),U,Animation, Adventure, Comedy,7.9,88,92 min,589935,$245.85M
Despicable Me,(2010),U,Animation, Adventure, Comedy,7.6,72,95 min,555532,$251.51M
Shrek,(2001),U,Animation, Adventure, Comedy,7.9,84,90 min,691162,$267.67M
"Monsters, Inc.",(2001),U,Animation, Adventure, Comedy,8.1,79,92 min,921853,$289.92M
Up,(2009),U,Animation, Adventure, Comedy,8.3,88,96 min,1057419,$293.00M
Isle of Dogs,(2018),U,Animation, Adventure, Comedy,7.8,82,101 min,174068,$32.02M
Zootopia,(2016),U,Animation, Adventure, Comedy,8,78,108 min,509161,$341.27M
Inside Out,(I) (2015),U,Animation, Adventure, Comedy,8.1,94,95 min,726277,$356.46M
Finding Nemo,(2003),U,Animation, Adventure, Comedy,8.2,90,100 min,1056074,$380.84M
Toy Story 3,(2010),U,Animation, Adventure, Comedy,8.3,92,103 min,846433,$415.00M
Toy Story 4,(2019),U,Animation, Adventure, Comedy,7.7,84,100 min,257600,$434.04M
The Lion King,(1994),U,Animation, Adventure, Drama,8.5,88,88 min,1072532,$422.78M
Tenkû no shiro Rapyuta,(1986),U,Animation, Adventure, Family,8,78,125 min,169972,'-
Sen to Chihiro no kamikakushi,(2001),U,Animation, Adventure, Family,8.6,96,125 min,777246,$10.06M
Snow White and the Seven Dwarfs,(1937),U,Animation, Adventure, Family,7.6,96,83 min,203852,$184.93M
WALL·E,(2008),U,Animation, Adventure, Family,8.4,95,98 min,1130279,$223.81M
Hauru no ugoku shiro,(2004),U,Animation, Adventure, Family,8.2,82,119 min,404338,$4.71M
Kaze no tani no Naushika,(1984),U,Animation, Adventure, Sci-Fi,8,86,117 min,172294,$0.50M
Mary and Max.,(2009),U,Animation, Comedy, Drama,8.1,'-,92 min,179543,#199
Tonari no Totoro,(1988),U,Animation, Comedy, Family,8.1,86,86 min,346987,$1.11M
Mimi wo sumaseba,(1995),U,Animation, Drama, Family,7.9,75,111 min,65284,'-
Ôkami kodomo no Ame to Yuki,(2012),U,Animation, Drama, Family,8.1,71,117 min,46293,'-
The Breadwinner,(2017),U,Animation, Drama, Family,7.7,78,94 min,26515,$0.31M
Omoide no Marnie,(2014),U,Animation, Drama, Family,7.7,72,103 min,42627,$0.77M
Kaguya-hime no monogatari,(2013),U,Animation, Drama, Family,8,89,137 min,48729,$1.51M
Coraline,(2009),U,Animation, Drama, Family,7.7,80,100 min,238202,$75.29M
Paprika,(2006),U,Animation, Drama, Fantasy,7.7,81,90 min,86220,$0.88M
Kimi no na wa.,(2016),U,Animation, Drama, Fantasy,8.4,79,106 min,277608,$5.02M
Hotaru no haka,(1988),U,Animation, Drama, War,8.5,94,89 min,282869,#44
Majo no takkyûbin,(1989),U,Animation, Family, Fantasy,7.8,83,103 min,149169,'-
Beauty and the Beast,(1991),U,Animation, Family, Fantasy,8,95,84 min,460622,$218.97M
The Nightmare Before Christmas,(1993),U,Animation, Family, Fantasy,7.9,82,76 min,348645,$75.08M
Fantasia,(1940),U,Animation, Family, Fantasy,7.7,96,124 min,98837,$76.41M
La planète sauvage,(1973),U,Animation, Sci-Fi,'-,7.7,73,72 min,33139,$0.19M
Ed Wood,(1994),U,Biography, Comedy, Drama,7.8,70,127 min,178714,$5.89M
Butch Cassidy and the Sundance Kid,(1969),U,Biography, Crime, Drama,8,66,110 min,219181,$102.31M
Dog Day Afternoon,(1975),U,Biography, Crime, Drama,8,86,125 min,261153,$50.00M
My Left Foot: The Story of Christy Brown,(1989),U,Biography, Drama,'-,7.8,97,103 min,76043,$14.74M
The Pursuit of Happyness,(2006),U,Biography, Drama,'-,8,64,117 min,523785,$163.57M
Mar adentro,(I) (2004),U,Biography, Drama,'-,8,74,126 min,82944,$2.09M
Super 30,(2019),U,Biography, Drama,'-,7.9,'-,154 min,33377,$2.27M
Lion,(2016),U,Biography, Drama,'-,8,69,118 min,240668,$51.74M
Awakenings,(1990),U,Biography, Drama,'-,7.8,74,121 min,146446,$52.10M
The Straight Story,(1999),U,Biography, Drama,'-,8,86,112 min,92432,$6.20M
Hachi: A Dog's Tale,(2009),U,Biography, Drama, Family,8.1,'-,93 min,291308,#232
The Sound of Music,(1965),U,Biography, Drama, Family,8.1,63,172 min,241207,$163.21M
Finding Neverland,(2004),U,Biography, Drama, Family,7.7,67,106 min,208234,$51.68M
The King's Speech,(2010),U,Biography, Drama, History,8,88,118 min,687531,$138.80M
Frost/Nixon,(2008),U,Biography, Drama, History,7.7,80,122 min,109593,$18.59M
The Lion in Winter,(1968),U,Biography, Drama, History,7.9,'-,134 min,32294,$22.28M
Glory,(1989),U,Biography, Drama, History,7.8,78,122 min,137589,$26.83M
A Man for All Seasons,(1966),U,Biography, Drama, History,7.7,72,120 min,35417,$28.35M
The Last Emperor,(1987),U,Biography, Drama, History,7.7,76,163 min,105746,$43.98M
Malcolm X,(1992),U,Biography, Drama, History,7.7,73,202 min,97103,$48.17M
Gandhi,(1982),U,Biography, Drama, History,8,79,191 min,234889,$52.77M
Walk the Line,(2005),U,Biography, Drama, Music,7.8,72,136 min,255352,$119.52M
The Theory of Everything,(2014),U,Biography, Drama, Romance,7.7,71,123 min,459474,$35.89M
Bhaag Milkha Bhaag,(2013),U,Biography, Drama, Sport,8.2,'-,186 min,69381,$1.63M
M.S. Dhoni: The Untold Story,(2016),U,Biography, Drama, Sport,7.9,'-,184 min,61652,$1.78M
Remember the Titans,(2000),U,Biography, Drama, Sport,7.8,48,113 min,219997,$115.65M
The World's Fastest Indian,(2005),U,Biography, Drama, Sport,7.8,68,127 min,56075,$5.13M
Patton,(1970),U,Biography, Drama, War,7.9,86,172 min,103929,$61.70M
Clerks,(1994),U,Comedy,'-,'-,7.7,70,92 min,226039,$3.15M
Ferris Bueller's Day Off,(1986),U,Comedy,'-,'-,7.8,61,103 min,365585,$70.14M
Airplane!,(1980),U,Comedy,'-,'-,7.7,78,88 min,245659,$83.40M
Kind Hearts and Coronets,(1949),U,Comedy, Crime,'-,8,'-,106 min,38176,'-
The Naked Gun: From the Files of Police Squad!,(1988),U,Comedy, Crime,'-,7.6,76,85 min,174023,$78.76M
Chung Hing sam lam,(1994),U,Comedy, Crime, Drama,8,78,102 min,85888,$0.60M
The Sting,(1973),U,Comedy, Crime, Drama,8.3,83,129 min,266993,$159.60M
The King of Comedy,(1982),U,Comedy, Crime, Drama,7.8,73,109 min,107616,$2.50M
Paper Moon,(1973),U,Comedy, Crime, Drama,8.1,77,102 min,49169,$30.93M
Hindi Medium,(2017),U,Comedy, Drama,'-,7.8,'-,132 min,30088,'-
Munna Bhai M.B.B.S.,(2003),U,Comedy, Drama,'-,8.1,'-,156 min,83855,'-
The Truman Show,(1998),U,Comedy, Drama,'-,8.2,90,103 min,1101619,$125.62M
Secrets & Lies,(1996),U,Comedy, Drama,'-,8,91,136 min,44511,$13.42M
Do the Right Thing,(1989),U,Comedy, Drama,'-,8,93,120 min,104836,$27.55M
Jean de Florette,(1986),U,Comedy, Drama,'-,8.1,'-,120 min,26449,$4.94M
Mr. Smith Goes to Washington,(1939),U,Comedy, Drama,'-,8.1,73,129 min,116853,$9.60M
Dead Poets Society,(1989),U,Comedy, Drama,'-,8.1,79,128 min,501904,$95.86M
English Vinglish,(2012),U,Comedy, Drama, Family,7.8,'-,134 min,37317,$1.67M
The Sandlot,(1993),U,Comedy, Drama, Family,7.8,55,101 min,95058,$32.42M
OMG: Oh My God!,(2012),U,Comedy, Drama, Fantasy,8.1,'-,125 min,60209,$0.92M
Groundhog Day,(1993),U,Comedy, Drama, Fantasy,8.1,72,101 min,643910,$70.91M
Kal Ho Naa Ho,(2003),U,Comedy, Drama, Musical,7.9,54,186 min,71283,$1.79M
Zindagi Na Milegi Dobara,(2011),U,Comedy, Drama, Musical,8.2,'-,155 min,80412,$3.11M
Jab We Met,(2007),U,Comedy, Drama, Romance,7.9,'-,138 min,54921,$0.41M
The Apartment,(1960),U,Comedy, Drama, Romance,8.3,94,125 min,184633,$18.60M
Lage Raho Munna Bhai,(2006),U,Comedy, Drama, Romance,8,'-,144 min,47897,$2.22M
Barfi!,(2012),U,Comedy, Drama, Romance,8.1,'-,151 min,83450,$2.80M
The Artist,(I) (2011),U,Comedy, Drama, Romance,7.9,89,100 min,243629,$44.67M
La vita è bella,(1997),U,Comedy, Drama, Romance,8.6,59,116 min,704155,$57.60M
A Christmas Story,(1983),U,Comedy, Family,'-,7.9,77,93 min,160362,$20.61M
Home Alone,(1990),U,Comedy, Family,'-,7.7,63,103 min,599551,$285.76M
Mary Poppins,(1964),U,Comedy, Family, Fantasy,7.8,88,139 min,176793,$102.27M
The Purple Rose of Cairo,(1985),U,Comedy, Fantasy, Romance,7.7,75,82 min,52693,$10.63M
Some Like It Hot,(1959),U,Comedy, Music, Romance,8.2,98,121 min,271012,$25.00M
Charade,(1963),U,Comedy, Mystery, Romance,7.9,83,113 min,80107,$13.47M
Roman Holiday,(1953),U,Comedy, Romance,'-,8,78,118 min,141220,'-
Le fabuleux destin d'Amélie Poulain,(2001),U,Comedy, Romance,'-,8.3,69,122 min,764217,$33.23M
To Kill a Mockingbird,(1962),U,Crime, Drama,'-,8.3,88,129 min,319813,#110
Les quatre cents coups,(1959),U,Crime, Drama,'-,8.1,'-,99 min,120702,#240
À bout de souffle,(1960),U,Crime, Drama,'-,7.7,'-,90 min,83856,$0.34M
12 Angry Men,(1957),U,Crime, Drama,'-,9,97,96 min,801997,$4.36M
Dancer in the Dark,(2000),U,Crime, Drama, Musical,7.9,61,140 min,112001,$4.18M
Rashômon,(1950),U,Crime, Drama, Mystery,8.2,98,88 min,171105,$0.10M
Witness for the Prosecution,(1957),U,Crime, Drama, Mystery,8.4,76,116 min,127797,$8.18M
Bin-jip,(2004),U,Crime, Drama, Romance,7.9,72,88 min,56195,$0.24M
Drishyam,(2013),U,Crime, Drama, Thriller,8.3,'-,160 min,42348,'-
Rebel Without a Cause,(1955),U,Drama,'-,'-,7.6,89,111 min,92887,'-
East of Eden,(1955),U,Drama,'-,'-,7.8,72,118 min,46583,'-
Tôkyô monogatari,(1953),U,Drama,'-,'-,8.2,100,136 min,63275,#207
Ikiru,(1952),U,Drama,'-,'-,8.3,91,143 min,80524,$0.06M
Sacrifice,(1986),U,Drama,'-,'-,7.9,'-,149 min,29198,$0.30M
Ladri di biciclette,(1948),U,Drama,'-,'-,8.3,'-,89 min,165892,$0.33M
Pather Panchali,(1955),U,Drama,'-,'-,8.3,'-,125 min,34382,$0.54M
Black,(2005),U,Drama,'-,'-,8.1,'-,122 min,35356,$0.73M
Kramer vs. Kramer,(1979),U,Drama,'-,'-,7.8,77,105 min,148006,$106.26M
Rain Man,(1988),U,Drama,'-,'-,8,65,133 min,521916,$178.80M
"Paris, Texas",(1984),U,Drama,'-,'-,8.1,81,145 min,109114,$2.18M
I Am Sam,(2001),U,Drama,'-,'-,7.6,28,132 min,151771,$40.31M
The Verdict,(1982),U,Drama,'-,'-,7.7,77,129 min,42267,$54.00M
Ordinary People,(1980),U,Drama,'-,'-,7.7,86,124 min,53675,$54.80M
Fried Green Tomatoes,(1991),U,Drama,'-,'-,7.7,64,130 min,77029,$82.42M
What's Eating Gilbert Grape,(1993),U,Drama,'-,'-,7.7,73,118 min,241939,$9.17M
The Color Purple,(1985),U,Drama,'-,'-,7.7,78,154 min,89251,$98.47M
Taare Zameen Par,(2007),U,Drama, Family,'-,8.3,'-,165 min,196196,$1.22M
Wonder,(I) (2017),U,Drama, Family,'-,7.9,66,113 min,168346,$132.42M
Veer-Zaara,(2004),U,Drama, Family, Musical,7.8,67,192 min,54485,$2.92M
My Fair Lady,(1964),U,Drama, Family, Musical,7.8,95,170 min,97442,$72.00M
Fiddler on the Roof,(1971),U,Drama, Family, Musical,8,67,181 min,44917,$80.50M
Chak De! India,(2007),U,Drama, Family, Sport,8.1,68,153 min,81788,$1.11M
Der Himmel über Berlin,(1987),U,Drama, Fantasy, Romance,8,79,128 min,72770,$3.33M
Edward Scissorhands,(1990),U,Drama, Fantasy, Romance,7.9,74,105 min,498947,$56.36M
Sweet Smell of Success,(1957),U,Drama, Film-Noir,'-,8,100,96 min,33302,'-
Notorious,(1946),U,Drama, Film-Noir, Romance,7.9,100,102 min,102927,$10.46M
Kumonosu-jô,(1957),U,Drama, History,'-,8.1,'-,110 min,53351,'-
All the President's Men,(1976),U,Drama, History, Thriller,7.9,84,138 min,118632,$70.60M
Zulu,(1964),U,Drama, History, War,7.7,77,138 min,40468,'-
Kagemusha,(1980),U,Drama, History, War,7.9,84,180 min,36481,'-
Höstsonaten,(1978),U,Drama, Music,'-,8.1,'-,99 min,35451,'-
Trois couleurs: Bleu,(1993),U,Drama, Music, Mystery,7.9,85,94 min,104897,$1.32M
Anand,(1971),U,Drama, Musical,'-,8.1,'-,122 min,34273,'-
"Swades: We, the People",(2004),U,Drama, Musical,'-,8.2,'-,210 min,92900,$1.22M
Lagaan: Once Upon a Time in India,(2001),U,Drama, Musical, Sport,8.1,84,224 min,116214,$0.07M
L'avventura,(1960),U,Drama, Mystery, Romance,7.8,'-,144 min,30807,'-
Trois couleurs: Rouge,(1994),U,Drama, Mystery, Romance,8.1,100,99 min,105385,$4.04M
Un long dimanche de fiançailles,(2004),U,Drama, Mystery, Romance,7.6,76,133 min,74566,$6.17M
Solaris,(1972),U,Drama, Mystery, Sci-Fi,8,93,167 min,93512,'-
Abre los ojos,(1997),U,Drama, Mystery, Sci-Fi,7.7,'-,119 min,70647,$0.37M
The Prestige,(2006),U,Drama, Mystery, Sci-Fi,8.5,66,130 min,1349763,$53.09M
In the Heat of the Night,(1967),U,Drama, Mystery, Thriller,7.9,76,110 min,78483,$24.38M
The Conversation,(1974),U,Drama, Mystery, Thriller,7.8,87,113 min,114598,$4.42M
Dilwale Dulhania Le Jayenge,(1995),U,Drama, Romance,'-,8,'-,189 min,72246,'-
Brief Encounter,(1945),U,Drama, Romance,'-,8,92,86 min,41358,'-
96,(II) (2018),U,Drama, Romance,'-,8.5,'-,158 min,32545,'-
Smultronstället,(1957),U,Drama, Romance,'-,8.1,88,91 min,108990,#186
Little Women,(2019),U,Drama, Romance,'-,7.8,91,135 min,214087,$108.10M
Nuovo Cinema Paradiso,(1988),U,Drama, Romance,'-,8.5,80,155 min,265265,$11.99M
Good Will Hunting,(1997),U,Drama, Romance,'-,8.3,70,126 min,988959,$138.43M
Marriage Story,(2019),U,Drama, Romance,'-,7.9,94,137 min,319412,$2.00M
Fa Yeung Nin Wah,(2000),U,Drama, Romance,'-,8.1,87,98 min,154503,$2.73M
The Remains of the Day,(1993),U,Drama, Romance,'-,7.8,86,134 min,77029,$22.95M
The Last Picture Show,(1971),U,Drama, Romance,'-,8,93,118 min,49528,$29.13M
Pride & Prejudice,(2005),U,Drama, Romance,'-,7.8,82,129 min,303838,$38.41M
The Lunchbox,(2013),U,Drama, Romance,'-,7.8,76,104 min,57586,$4.23M
Sense and Sensibility,(1995),U,Drama, Romance,'-,7.7,84,136 min,118956,$43.18M
Casablanca,(1942),U,Drama, Romance, War,8.5,100,102 min,578267,$1.02M
Gone with the Wind,(1939),U,Drama, Romance, War,8.2,97,238 min,319724,$198.68M
The Day the Earth Stood Still,(1951),U,Drama, Sci-Fi,'-,7.8,'-,92 min,83178,'-
Stalker,(1979),U,Drama, Sci-Fi,'-,8.1,83,162 min,136981,$0.23M
Brazil,(1985),U,Drama, Sci-Fi,'-,7.9,84,132 min,203839,$9.93M
Rocky,(1976),U,Drama, Sport,'-,8.1,70,120 min,589337,$117.24M
Room,(I) (2015),U,Drama, Thriller,'-,8.1,86,118 min,427409,$14.68M
A Few Good Men,(1992),U,Drama, Thriller,'-,7.7,62,138 min,270334,$141.34M
High Noon,(1952),U,Drama, Thriller, Western,8,89,85 min,106106,$9.45M
The Caine Mutiny,(1954),U,Drama, War,'-,7.7,63,124 min,28435,$21.75M
Empire of the Sun,(1987),U,Drama, War,'-,7.7,62,153 min,128552,$22.24M
All Quiet on the Western Front,(1930),U,Drama, War,'-,8.1,91,152 min,64699,$3.27M
